onset	duration	trial_type	item
9.32	0	faceRecog_guess_correct	mos_20953.png
11.4	0	ret_guess_correct	mos_20953.png
13.58	0	retFeedback_guess_correct	mos_20953.png
16	0	retRating_guess_correct	mos_20953.png
16.65	0	retRatingFeedback_guess_correct	mos_20953.png
19.5	0	faceRecog_guess_correct	foc_02157.png
22.45	0	ret_guess_correct	foc_02157.png
23.01	0	retFeedback_guess_correct	foc_02157.png
27.76	0	retRating_guess_correct	foc_02157.png
28.18	0	retRatingFeedback_guess_correct	foc_02157.png
32.01	0	faceRecog_sure_correct	fan_17286.png
33.76	0	ret_sure_correct	fan_17286.png
34.84	0	retFeedback_sure_correct	fan_17286.png
38.81	0	retRating_sure_correct	fan_17286.png
39.24	0	retRatingFeedback_sure_correct	fan_17286.png
42.77	0	faceRecogNA	moe_02012.png
46.2	0	retNA	moe_02012.png
46.2	0	retFeedbackNA	moe_02012.png
50.6	0	retRatingNA	moe_02012.png
51.12	0	retRatingFeedbackNA	moe_02012.png
54.15	0	faceRecog_guess_correct	mai_06530.png
56.07	0	ret_guess_correct	mai_06530.png
57.12	0	retFeedback_guess_correct	mai_06530.png
59.95	0	retRating_guess_correct	mai_06530.png
60.42	0	retRatingFeedback_guess_correct	mai_06530.png
63.55	0	faceRecogNA	mot_69374.png
65.91	0	retNA	mot_69374.png
65.91	0	retFeedbackNA	mot_69374.png
70.33	0	retRatingNA	mot_69374.png
70.66	0	retRatingFeedbackNA	mot_69374.png
73.74	0	faceRecog_unsure_correct	fat_12032.png
75.74	0	ret_unsure_correct	fat_12032.png
76.19	0	retFeedback_unsure_correct	fat_12032.png
79.49	0	retRating_unsure_correct	fat_12032.png
79.83	0	retRatingFeedback_unsure_correct	fat_12032.png
84.41	0	faceRecog_sure_correct	fou_17118.png
87.06	0	ret_sure_correct	fou_17118.png
88.04	0	retFeedback_sure_correct	fou_17118.png
91.62	0	retRating_sure_correct	fou_17118.png
92.47	0	retRatingFeedback_sure_correct	fou_17118.png
95.5	0	faceRecog_unsure_correct	foe_08236.png
98.15	0	ret_unsure_correct	foe_08236.png
99.44	0	retFeedback_unsure_correct	foe_08236.png
102.13	0	retRating_unsure_correct	foe_08236.png
102.68	0	retRatingFeedback_unsure_correct	foe_08236.png
105.55	0	faceRecog_guess_correct	foj_08220.png
108.52	0	ret_guess_correct	foj_08220.png
110.43	0	retFeedback_guess_correct	foj_08220.png
112.18	0	retRating_guess_correct	foj_08220.png
113.15	0	retRatingFeedback_guess_correct	foj_08220.png
115.71	0	faceRecog_unsure_incorrect	foi_03389.png
118.51	0	ret_unsure_incorrect	foi_03389.png
119.11	0	retFeedback_unsure_incorrect	foi_03389.png
123.76	0	retRating_unsure_incorrect	foi_03389.png
124.44	0	retRatingFeedback_unsure_incorrect	foi_03389.png
128.19	0	faceRecog_guess_correct	faj_07783.png
130.11	0	ret_guess_correct	faj_07783.png
132.01	0	retFeedback_guess_correct	faj_07783.png
133.49	0	retRating_guess_correct	faj_07783.png
134.22	0	retRatingFeedback_guess_correct	faj_07783.png
137.04	0	faceRecog_unsure_correct	maw_04767.png
139.92	0	ret_unsure_correct	maw_04767.png
140.74	0	retFeedback_unsure_correct	maw_04767.png
143.67	0	retRating_unsure_correct	maw_04767.png
144.17	0	retRatingFeedback_unsure_correct	maw_04767.png
148.09	0	faceRecog_sure_correct	for_15187.png
150.89	0	ret_sure_correct	for_15187.png
151.84	0	retFeedback_sure_correct	for_15187.png
155.68	0	retRating_sure_correct	for_15187.png
156.15	0	retRatingFeedback_sure_correct	for_15187.png
159.82	0	faceRecog_sure_incorrect	mou_01862.png
162.83	0	ret_sure_incorrect	mou_01862.png
163.7	0	retFeedback_sure_incorrect	mou_01862.png
167.51	0	retRating_sure_incorrect	mou_01862.png
167.85	0	retRatingFeedback_sure_incorrect	mou_01862.png
172.79	0	faceRecog_guess_incorrect	mol_07679.png
174.83	0	ret_guess_incorrect	mol_07679.png
175.71	0	retFeedback_guess_incorrect	mol_07679.png
179.03	0	retRating_guess_incorrect	mol_07679.png
180.51	0	retRatingFeedback_guess_incorrect	mol_07679.png
183.39	0	faceRecog_unsure_incorrect	fai_07494.png
185.86	0	ret_unsure_incorrect	fai_07494.png
188.02	0	retFeedback_unsure_incorrect	fai_07494.png
189.32	0	retRating_unsure_incorrect	fai_07494.png
190.02	0	retRatingFeedback_unsure_incorrect	fai_07494.png
193	0	faceRecog_guess_correct	fag_06539.png
195.82	0	ret_guess_correct	fag_06539.png
196.59	0	retFeedback_guess_correct	fag_06539.png
199.59	0	retRating_guess_correct	fag_06539.png
200.55	0	retRatingFeedback_guess_correct	fag_06539.png
202.93	0	faceRecog_guess_incorrect	fac_02146.png
205.08	0	ret_guess_incorrect	fac_02146.png
205.08	0	retFeedback_guess_incorrect	fac_02146.png
210.32	0	retRating_guess_incorrect	fac_02146.png
210.65	0	retRatingFeedback_guess_incorrect	fac_02146.png
215.58	0	faceRecog_sure_correct	moj_11821.png
218.81	0	ret_sure_correct	moj_11821.png
220.44	0	retFeedback_sure_correct	moj_11821.png
223.1	0	retRating_sure_correct	moj_11821.png
224.11	0	retRatingFeedback_sure_correct	moj_11821.png
226.98	0	faceRecog_unsure_correct	mak_00987.png
229.86	0	ret_unsure_correct	mak_00987.png
